term,week,program,course_code,section_id,n_students,n_pass,avg_score
2024-T3,14,CS,DATA101,CS-005,75,66,98.35
2024-T3,15,CS,DATA101,CS-005,76,69,97.53
2024-T3,16,CS,DATA101,CS-005,68,57,100.0
2024-T3,17,CS,DATA101,CS-005,66,58,98.48
2024-T3,18,CS,DATA101,CS-005,62,51,100.0
2024-T3,19,CS,DATA101,CS-005,73,64,94.4
2024-T3,20,CS,DATA101,CS-005,59,51,100.0
2024-T3,1,CS,DATA101,CS-006,40,37,90.12
2024-T3,2,CS,DATA101,CS-006,44,36,100.0
2024-T3,3,CS,DATA101,CS-006,45,42,98.87
2024-T3,4,CS,DATA101,CS-006,41,39,100.0
2024-T3,5,CS,DATA101,CS-006,43,36,96.49
2024-T3,6,CS,DATA101,CS-006,42,35,97.47
2024-T3,7,CS,DATA101,CS-006,46,41,100.0
2024-T3,8,CS,DATA101,CS-006,42,35,93.65
2024-T3,9,CS,DATA101,CS-006,45,38,100.0
2024-T3,10,CS,DATA101,CS-006,42,37,99.41
2024-T3,11,CS,DATA101,CS-006,35,33,100.0
2024-T3,12,CS,DATA101,CS-006,41,35,92.58
2024-T3,13,CS,DATA101,CS-006,35,27,94.64
2024-T3,14,CS,DATA101,CS-006,43,42,100.0
2024-T3,15,CS,DATA101,CS-006,42,38,100.0
2024-T3,16,CS,DATA101,CS-006,45,35,93.14
2024-T3,17,CS,DATA101,CS-006,42,33,95.34
2024-T3,18,CS,DATA101,CS-006,41,35,100.0
2024-T3,19,CS,DATA101,CS-006,39,31,96.08
2024-T3,20,CS,DATA101,CS-006,46,43,100.0
2024-T3,1,CS,DATA101,CS-007,63,55,100.0
2024-T3,2,CS,DATA101,CS-007,65,56,98.95
2024-T3,3,CS,DATA101,CS-007,72,66,100.0
2024-T3,4,CS,DATA101,CS-007,67,61,95.96
2024-T3,5,CS,DATA101,CS-007,70,66,100.0
2024-T3,6,CS,DATA101,CS-007,70,64,93.17
2024-T3,7,CS,DATA101,CS-007,65,59,96.98
2024-T3,8,CS,DATA101,CS-007,59,52,100.0
2024-T3,9,CS,DATA101,CS-007,64,57,92.58
2024-T3,10,CS,DATA101,CS-007,67,56,100.0
2024-T3,11,CS,DATA101,CS-007,65,63,98.17
2024-T3,12,CS,DATA101,CS-007,59,55,98.27
2024-T3,13,CS,DATA101,CS-007,67,63,100.0
2024-T3,14,CS,DATA101,CS-007,73,70,100.0
2024-T3,15,CS,DATA101,CS-007,55,53,100.0
2024-T3,16,CS,DATA101,CS-007,62,56,95.53
2024-T3,17,CS,DATA101,CS-007,61,58,93.15
2024-T3,18,CS,DATA101,CS-007,67,59,100.0
2024-T3,19,CS,DATA101,CS-007,62,56,100.0
2024-T3,20,CS,DATA101,CS-007,67,60,100.0
2024-T3,1,CS,DATA101,CS-008,59,49,94.46
2024-T3,2,CS,DATA101,CS-008,70,61,95.68
2024-T3,3,CS,DATA101,CS-008,66,56,95.1
2024-T3,4,CS,DATA101,CS-008,60,56,97.04
2024-T3,5,CS,DATA101,CS-008,60,56,99.52
2024-T3,6,CS,DATA101,CS-008,64,50,87.46
2024-T3,7,CS,DATA101,CS-008,65,50,90.66
2024-T3,8,CS,DATA101,CS-008,63,56,98.14
2024-T3,9,CS,DATA101,CS-008,60,49,91.54
2024-T3,10,CS,DATA101,CS-008,63,49,93.32
2024-T3,11,CS,DATA101,CS-008,68,59,96.29
2024-T3,12,CS,DATA101,CS-008,61,48,86.85
2024-T3,13,CS,DATA101,CS-008,61,50,97.48
2024-T3,14,CS,DATA101,CS-008,66,54,95.92
2024-T3,15,CS,DATA101,CS-008,63,49,100.0
2024-T3,16,CS,DATA101,CS-008,64,51,99.97
2024-T3,17,CS,DATA101,CS-008,65,53,100.0
2024-T3,18,CS,DATA101,CS-008,58,50,100.0
2024-T3,19,CS,DATA101,CS-008,61,51,99.95
2024-T3,20,CS,DATA101,CS-008,62,51,99.37
2024-T3,1,CS,DATA101,CS-009,32,30,100.0
2024-T3,2,CS,DATA101,CS-009,26,26,100.0
2024-T3,3,CS,DATA101,CS-009,26,23,100.0
2024-T3,4,CS,DATA101,CS-009,33,31,98.7
2024-T3,5,CS,DATA101,CS-009,31,27,100.0
2024-T3,6,CS,DATA101,CS-009,31,27,92.92
2024-T3,7,CS,DATA101,CS-009,33,30,96.05
2024-T3,8,CS,DATA101,CS-009,29,22,94.0
2024-T3,9,CS,DATA101,CS-009,25,24,100.0
2024-T3,10,CS,DATA101,CS-009,35,27,98.98
2024-T3,11,CS,DATA101,CS-009,30,22,92.37
2024-T3,12,CS,DATA101,CS-009,24,20,100.0
2024-T3,13,CS,DATA101,CS-009,32,26,90.4
2024-T3,14,CS,DATA101,CS-009,27,24,89.78
2024-T3,15,CS,DATA101,CS-009,31,31,90.86
2024-T3,16,CS,DATA101,CS-009,23,21,98.93
2024-T3,17,CS,DATA101,CS-009,31,24,99.24
2024-T3,18,CS,DATA101,CS-009,30,26,96.62
2024-T3,19,CS,DATA101,CS-009,36,28,100.0
2024-T3,20,CS,DATA101,CS-009,31,27,100.0
2024-T3,1,CS,DATA101,CS-010,64,61,95.63
2024-T3,2,CS,DATA101,CS-010,60,53,100.0
2024-T3,3,CS,DATA101,CS-010,58,52,93.99
2024-T3,4,CS,DATA101,CS-010,59,54,100.0
2024-T3,5,CS,DATA101,CS-010,64,55,99.91
2024-T3,6,CS,DATA101,CS-010,62,56,100.0
2024-T3,7,CS,DATA101,CS-010,61,51,91.7
2024-T3,8,CS,DATA101,CS-010,57,51,99.25
2024-T3,9,CS,DATA101,CS-010,65,63,100.0
2024-T3,10,CS,DATA101,CS-010,60,53,100.0
2024-T3,11,CS,DATA101,CS-010,63,53,100.0
2024-T3,12,CS,DATA101,CS-010,63,52,96.68
2024-T3,13,CS,DATA101,CS-010,63,57,100.0
2024-T3,14,CS,DATA101,CS-010,58,52,100.0
2024-T3,15,CS,DATA101,CS-010,59,53,99.47
2024-T3,16,CS,DATA101,CS-010,59,47,99.79
2024-T3,17,CS,DATA101,CS-010,58,51,98.61
2024-T3,18,CS,DATA101,CS-010,53,47,100.0
2024-T3,19,CS,DATA101,CS-010,60,55,94.56
2024-T3,20,CS,DATA101,CS-010,66,58,100.0
2024-T3,1,CS,DATA101,CS-011,45,39,100.0
2024-T3,2,CS,DATA101,CS-011,43,36,100.0
2024-T3,3,CS,DATA101,CS-011,44,41,96.73
2024-T3,4,CS,DATA101,CS-011,36,27,91.36
2024-T3,5,CS,DATA101,CS-011,48,45,100.0
2024-T3,6,CS,DATA101,CS-011,44,40,96.99
2024-T3,7,CS,DATA101,CS-011,43,40,96.4
2024-T3,8,CS,DATA101,CS-011,43,37,100.0
2024-T3,9,CS,DATA101,CS-011,48,39,99.18
2024-T3,10,CS,DATA101,CS-011,39,35,98.93
2024-T3,11,CS,DATA101,CS-011,47,38,100.0
2024-T3,12,CS,DATA101,CS-011,43,37,100.0
2024-T3,13,CS,DATA101,CS-011,39,36,98.47
2024-T3,14,CS,DATA101,CS-011,48,43,95.92
2024-T3,15,CS,DATA101,CS-011,44,39,100.0
2024-T3,16,CS,DATA101,CS-011,48,43,95.02
2024-T3,17,CS,DATA101,CS-011,49,42,97.9
2024-T3,18,CS,DATA101,CS-011,40,36,97.68
2024-T3,19,CS,DATA101,CS-011,39,38,96.98
2024-T3,20,CS,DATA101,CS-011,43,35,100.0
2024-T3,1,CS,DATA101,CS-012,52,50,100.0
2024-T3,2,CS,DATA101,CS-012,45,38,92.06
2024-T3,3,CS,DATA101,CS-012,53,48,100.0
2024-T3,4,CS,DATA101,CS-012,52,49,96.38
2024-T3,5,CS,DATA101,CS-012,44,39,100.0
2024-T3,6,CS,DATA101,CS-012,45,41,93.02
2024-T3,7,CS,DATA101,CS-012,44,37,99.32
2024-T3,8,CS,DATA101,CS-012,45,37,100.0
2024-T3,9,CS,DATA101,CS-012,45,43,99.51
2024-T3,10,CS,DATA101,CS-012,46,39,94.84
2024-T3,11,CS,DATA101,CS-012,43,38,100.0
2024-T3,12,CS,DATA101,CS-012,49,40,100.0
2024-T3,13,CS,DATA101,CS-012,45,42,99.58
2024-T3,14,CS,DATA101,CS-012,47,41,99.23
2024-T3,15,CS,DATA101,CS-012,46,34,100.0
2024-T3,16,CS,DATA101,CS-012,35,32,92.59
2024-T3,17,CS,DATA101,CS-012,51,39,95.97
2024-T3,18,CS,DATA101,CS-012,42,36,95.26
2024-T3,19,CS,DATA101,CS-012,40,36,97.11
2024-T3,20,CS,DATA101,CS-012,45,38,95.25
2024-T3,1,CS,DATA101,CS-013,27,20,99.64
2024-T3,2,CS,DATA101,CS-013,29,20,98.8
2024-T3,3,CS,DATA101,CS-013,27,26,99.07
2024-T3,4,CS,DATA101,CS-013,38,34,99.65
2024-T3,5,CS,DATA101,CS-013,30,27,97.9
2024-T3,6,CS,DATA101,CS-013,33,26,100.0
2024-T3,7,CS,DATA101,CS-013,36,33,95.22
2024-T3,8,CS,DATA101,CS-013,38,34,95.18
2024-T3,9,CS,DATA101,CS-013,31,27,95.23
2024-T3,10,CS,DATA101,CS-013,35,29,97.02
2024-T3,11,CS,DATA101,CS-013,36,30,95.58
2024-T3,12,CS,DATA101,CS-013,27,25,97.21
2024-T3,13,CS,DATA101,CS-013,26,24,96.66
2024-T3,14,CS,DATA101,CS-013,30,29,92.32
2024-T3,15,CS,DATA101,CS-013,37,35,92.96
2024-T3,16,CS,DATA101,CS-013,36,32,100.0
2024-T3,17,CS,DATA101,CS-013,29,23,97.08
2024-T3,18,CS,DATA101,CS-013,31,24,91.27
2024-T3,19,CS,DATA101,CS-013,37,30,97.46
2024-T3,20,CS,DATA101,CS-013,37,31,94.6
2024-T3,1,CS,DATA101,CS-014,42,35,100.0
2024-T3,2,CS,DATA101,CS-014,38,28,99.77
2024-T3,3,CS,DATA101,CS-014,31,26,100.0
2024-T3,4,CS,DATA101,CS-014,36,32,100.0
2024-T3,5,CS,DATA101,CS-014,36,30,96.19
2024-T3,6,CS,DATA101,CS-014,37,32,93.97
2024-T3,7,CS,DATA101,CS-014,39,36,100.0
2024-T3,8,CS,DATA101,CS-014,34,33,100.0
2024-T3,9,CS,DATA101,CS-014,31,26,94.7
2024-T3,10,CS,DATA101,CS-014,41,34,98.68
2024-T3,11,CS,DATA101,CS-014,42,37,88.49
2024-T3,12,CS,DATA101,CS-014,40,38,100.0
2024-T3,13,CS,DATA101,CS-014,33,26,99.77
2024-T3,14,CS,DATA101,CS-014,38,34,86.91
2024-T3,15,CS,DATA101,CS-014,41,37,100.0
2024-T3,16,CS,DATA101,CS-014,39,35,98.42
2024-T3,17,CS,DATA101,CS-014,29,24,99.16
2024-T3,18,CS,DATA101,CS-014,37,34,96.61
2024-T3,19,CS,DATA101,CS-014,32,30,96.04
2024-T3,20,CS,DATA101,CS-014,35,27,97.8
2024-T3,1,CS,DATA101,CS-015,60,50,100.0
2024-T3,2,CS,DATA101,CS-015,61,50,87.75
2024-T3,3,CS,DATA101,CS-015,60,55,100.0
2024-T3,4,CS,DATA101,CS-015,61,53,100.0
2024-T3,5,CS,DATA101,CS-015,65,55,97.95
2024-T3,6,CS,DATA101,CS-015,61,53,97.77
2024-T3,7,CS,DATA101,CS-015,56,50,100.0
2024-T3,8,CS,DATA101,CS-015,54,50,98.33
2024-T3,9,CS,DATA101,CS-015,61,58,100.0
2024-T3,10,CS,DATA101,CS-015,61,50,100.0
2024-T3,11,CS,DATA101,CS-015,64,57,100.0
2024-T3,12,CS,DATA101,CS-015,57,45,96.86
2024-T3,13,CS,DATA101,CS-015,55,51,98.15
2024-T3,14,CS,DATA101,CS-015,67,64,100.0
2024-T3,15,CS,DATA101,CS-015,65,55,91.42
2024-T3,16,CS,DATA101,CS-015,59,53,97.0
2024-T3,17,CS,DATA101,CS-015,68,59,100.0
2024-T3,18,CS,DATA101,CS-015,62,58,97.78
2024-T3,19,CS,DATA101,CS-015,61,50,97.13
2024-T3,20,CS,DATA101,CS-015,68,62,97.55
2024-T3,1,CS,DATA101,CS-016,27,23,100.0
2024-T3,2,CS,DATA101,CS-016,28,26,99.96
2024-T3,3,CS,DATA101,CS-016,34,31,100.0
2024-T3,4,CS,DATA101,CS-016,26,21,100.0
2024-T3,5,CS,DATA101,CS-016,33,32,100.0
2024-T3,6,CS,DATA101,CS-016,20,20,96.23
2024-T3,7,CS,DATA101,CS-016,27,25,97.75
2024-T3,8,CS,DATA101,CS-016,26,24,100.0
2024-T3,9,CS,DATA101,CS-016,29,26,100.0
2024-T3,10,CS,DATA101,CS-016,24,23,98.44
2024-T3,11,CS,DATA101,CS-016,24,21,100.0
2024-T3,12,CS,DATA101,CS-016,31,28,100.0
2024-T3,13,CS,DATA101,CS-016,30,29,95.54
2024-T3,14,CS,DATA101,CS-016,29,28,100.0
2024-T3,15,CS,DATA101,CS-016,32,32,100.0
2024-T3,16,CS,DATA101,CS-016,25,25,97.53
2024-T3,17,CS,DATA101,CS-016,23,20,100.0
2024-T3,18,CS,DATA101,CS-016,28,26,97.33
2024-T3,19,CS,DATA101,CS-016,29,27,100.0
2024-T3,20,CS,DATA101,CS-016,27,23,96.33
2024-T3,1,CS,DATA101,CS-017,45,39,98.56
2024-T3,2,CS,DATA101,CS-017,41,34,93.07
2024-T3,3,CS,DATA101,CS-017,43,37,100.0
2024-T3,4,CS,DATA101,CS-017,48,44,100.0
2024-T3,5,CS,DATA101,CS-017,49,44,100.0
2024-T3,6,CS,DATA101,CS-017,57,53,100.0
2024-T3,7,CS,DATA101,CS-017,41,36,98.39
2024-T3,8,CS,DATA101,CS-017,44,40,100.0
2024-T3,9,CS,DATA101,CS-017,45,37,100.0
2024-T3,10,CS,DATA101,CS-017,43,42,98.28
2024-T3,11,CS,DATA101,CS-017,47,41,89.65
2024-T3,12,CS,DATA101,CS-017,49,42,95.92
2024-T3,13,CS,DATA101,CS-017,42,37,96.07
2024-T3,14,CS,DATA101,CS-017,48,46,100.0
2024-T3,15,CS,DATA101,CS-017,49,43,100.0
2024-T3,16,CS,DATA101,CS-017,51,45,98.55
2024-T3,17,CS,DATA101,CS-017,44,37,94.57
2024-T3,18,CS,DATA101,CS-017,43,41,100.0
2024-T3,19,CS,DATA101,CS-017,47,41,94.65
2024-T3,20,CS,DATA101,CS-017,40,34,100.0
2024-T3,1,CS,DATA101,CS-018,45,41,92.58
2024-T3,2,CS,DATA101,CS-018,41,36,100.0
2024-T3,3,CS,DATA101,CS-018,49,42,100.0
2024-T3,4,CS,DATA101,CS-018,34,28,92.56
2024-T3,5,CS,DATA101,CS-018,40,35,98.53
2024-T3,6,CS,DATA101,CS-018,42,39,96.86
2024-T3,7,CS,DATA101,CS-018,35,29,100.0
2024-T3,8,CS,DATA101,CS-018,42,37,95.98
2024-T3,9,CS,DATA101,CS-018,42,39,98.9
2024-T3,10,CS,DATA101,CS-018,35,25,97.46
2024-T3,11,CS,DATA101,CS-018,42,36,94.59
2024-T3,12,CS,DATA101,CS-018,43,36,99.52
2024-T3,13,CS,DATA101,CS-018,42,37,96.05
2024-T3,14,CS,DATA101,CS-018,40,36,95.87
2024-T3,15,CS,DATA101,CS-018,36,33,90.75
2024-T3,16,CS,DATA101,CS-018,41,39,100.0
2024-T3,17,CS,DATA101,CS-018,39,34,99.43
2024-T3,18,CS,DATA101,CS-018,47,38,99.8
2024-T3,19,CS,DATA101,CS-018,40,36,100.0
2024-T3,20,CS,DATA101,CS-018,39,32,93.65
2024-T3,1,CS,DATA101,CS-019,61,58,94.26
2024-T3,2,CS,DATA101,CS-019,62,50,100.0
2024-T3,3,CS,DATA101,CS-019,56,49,100.0
2024-T3,4,CS,DATA101,CS-019,60,54,97.5
2024-T3,5,CS,DATA101,CS-019,60,55,93.93
2024-T3,6,CS,DATA101,CS-019,58,49,95.09
2024-T3,7,CS,DATA101,CS-019,53,47,100.0
2024-T3,8,CS,DATA101,CS-019,59,55,100.0
2024-T3,9,CS,DATA101,CS-019,50,45,100.0
2024-T3,10,CS,DATA101,CS-019,60,52,99.97
2024-T3,11,CS,DATA101,CS-019,55,49,100.0
2024-T3,12,CS,DATA101,CS-019,60,56,100.0
2024-T3,13,CS,DATA101,CS-019,54,51,98.59
2024-T3,14,CS,DATA101,CS-019,59,48,98.09
2024-T3,15,CS,DATA101,CS-019,59,51,96.63
2024-T3,16,CS,DATA101,CS-019,62,51,100.0
2024-T3,17,CS,DATA101,CS-019,53,44,100.0
2024-T3,18,CS,DATA101,CS-019,54,47,94.7
2024-T3,19,CS,DATA101,CS-019,58,52,100.0
2024-T3,20,CS,DATA101,CS-019,55,47,100.0
2024-T3,1,CS,DATA101,CS-020,48,43,97.95
2024-T3,2,CS,DATA101,CS-020,41,38,99.26
2024-T3,3,CS,DATA101,CS-020,41,38,95.59
2024-T3,4,CS,DATA101,CS-020,43,41,100.0
2024-T3,5,CS,DATA101,CS-020,46,41,100.0
2024-T3,6,CS,DATA101,CS-020,57,52,100.0
2024-T3,7,CS,DATA101,CS-020,55,51,100.0
2024-T3,8,CS,DATA101,CS-020,33,29,100.0
2024-T3,9,CS,DATA101,CS-020,48,43,96.06
2024-T3,10,CS,DATA101,CS-020,43,40,94.78
2024-T3,11,CS,DATA101,CS-020,46,43,92.61
2024-T3,12,CS,DATA101,CS-020,48,42,100.0
2024-T3,13,CS,DATA101,CS-020,49,46,100.0
2024-T3,14,CS,DATA101,CS-020,53,49,99.12
2024-T3,15,CS,DATA101,CS-020,39,32,93.01
2024-T3,16,CS,DATA101,CS-020,50,40,99.75
2024-T3,17,CS,DATA101,CS-020,45,40,94.65
2024-T3,18,CS,DATA101,CS-020,41,36,92.28
2024-T3,19,CS,DATA101,CS-020,40,34,95.02
2024-T3,20,CS,DATA101,CS-020,49,41,98.34
2024-T3,1,CS,DATA101,CS-021,64,58,92.58
2024-T3,2,CS,DATA101,CS-021,74,62,96.73
2024-T3,3,CS,DATA101,CS-021,76,66,93.64
2024-T3,4,CS,DATA101,CS-021,77,72,100.0
2024-T3,5,CS,DATA101,CS-021,72,64,99.34
2024-T3,6,CS,DATA101,CS-021,70,56,100.0
2024-T3,7,CS,DATA101,CS-021,72,61,99.85
2024-T3,8,CS,DATA101,CS-021,69,58,96.31
2024-T3,9,CS,DATA101,CS-021,67,48,96.98
2024-T3,10,CS,DATA101,CS-021,65,58,94.81
2024-T3,11,CS,DATA101,CS-021,71,64,100.0
2024-T3,12,CS,DATA101,CS-021,68,56,100.0
2024-T3,13,CS,DATA101,CS-021,73,58,100.0
2024-T3,14,CS,DATA101,CS-021,60,51,100.0
2024-T3,15,CS,DATA101,CS-021,65,53,100.0
2024-T3,16,CS,DATA101,CS-021,73,63,99.36
2024-T3,17,CS,DATA101,CS-021,66,56,100.0
2024-T3,18,CS,DATA101,CS-021,69,59,100.0
2024-T3,19,CS,DATA101,CS-021,72,61,95.43
2024-T3,20,CS,DATA101,CS-021,72,59,100.0
2024-T3,1,CS,DATA101,CS-022,34,27,99.37
2024-T3,2,CS,DATA101,CS-022,33,28,96.77
2024-T3,3,CS,DATA101,CS-022,35,29,100.0
2024-T3,4,CS,DATA101,CS-022,38,34,100.0
2024-T3,5,CS,DATA101,CS-022,33,28,100.0
2024-T3,6,CS,DATA101,CS-022,41,34,95.12
2024-T3,7,CS,DATA101,CS-022,35,32,100.0
2024-T3,8,CS,DATA101,CS-022,38,32,100.0
2024-T3,9,CS,DATA101,CS-022,41,35,92.34
2024-T3,10,CS,DATA101,CS-022,44,39,99.31
2024-T3,11,CS,DATA101,CS-022,40,38,100.0
2024-T3,12,CS,DATA101,CS-022,34,30,95.26
2024-T3,13,CS,DATA101,CS-022,30,26,100.0
2024-T3,14,CS,DATA101,CS-022,34,32,100.0
2024-T3,15,CS,DATA101,CS-022,41,34,100.0
2024-T3,16,CS,DATA101,CS-022,39,37,90.87
2024-T3,17,CS,DATA101,CS-022,40,38,100.0
2024-T3,18,CS,DATA101,CS-022,37,26,91.12
2024-T3,19,CS,DATA101,CS-022,42,34,100.0
2024-T3,20,CS,DATA101,CS-022,36,32,87.15
2024-T3,1,CS,DATA101,CS-023,43,41,100.0
2024-T3,2,CS,DATA101,CS-023,53,48,100.0
2024-T3,3,CS,DATA101,CS-023,44,39,95.0
2024-T3,4,CS,DATA101,CS-023,50,43,99.88
2024-T3,5,CS,DATA101,CS-023,48,37,100.0
2024-T3,6,CS,DATA101,CS-023,41,38,93.24
2024-T3,7,CS,DATA101,CS-023,43,39,97.25
2024-T3,8,CS,DATA101,CS-023,49,44,88.16
2024-T3,9,CS,DATA101,CS-023,51,39,100.0
2024-T3,10,CS,DATA101,CS-023,46,42,90.24
2024-T3,11,CS,DATA101,CS-023,48,41,94.53
2024-T3,12,CS,DATA101,CS-023,47,36,100.0
2024-T3,13,CS,DATA101,CS-023,55,49,96.96
2024-T3,14,CS,DATA101,CS-023,43,38,100.0
2024-T3,15,CS,DATA101,CS-023,48,37,100.0
2024-T3,16,CS,DATA101,CS-023,50,40,97.8
2024-T3,17,CS,DATA101,CS-023,47,37,100.0
2024-T3,18,CS,DATA101,CS-023,50,47,100.0
2024-T3,19,CS,DATA101,CS-023,47,43,100.0
2024-T3,20,CS,DATA101,CS-023,44,35,94.66
2024-T3,1,CS,DATA101,CS-024,16,15,98.14
2024-T3,2,CS,DATA101,CS-024,29,23,100.0
2024-T3,3,CS,DATA101,CS-024,29,25,100.0
2024-T3,4,CS,DATA101,CS-024,23,20,99.31
2024-T3,5,CS,DATA101,CS-024,24,23,100.0
2024-T3,6,CS,DATA101,CS-024,32,27,89.2
2024-T3,7,CS,DATA101,CS-024,29,25,100.0
2024-T3,8,CS,DATA101,CS-024,21,19,100.0
2024-T3,9,CS,DATA101,CS-024,23,19,100.0
2024-T3,10,CS,DATA101,CS-024,16,13,100.0
2024-T3,11,CS,DATA101,CS-024,30,29,98.57
2024-T3,12,CS,DATA101,CS-024,38,33,100.0
2024-T3,13,CS,DATA101,CS-024,28,20,99.94
2024-T3,14,CS,DATA101,CS-024,29,24,96.58
2024-T3,15,CS,DATA101,CS-024,25,22,91.91
2024-T3,16,CS,DATA101,CS-024,20,16,99.45
2024-T3,17,CS,DATA101,CS-024,16,14,97.58
2024-T3,18,CS,DATA101,CS-024,22,18,90.38
2024-T3,19,CS,DATA101,CS-024,26,21,100.0
2024-T3,20,CS,DATA101,CS-024,26,24,100.0
